cut,color,clarity,carat,price
Good,J,VS1,0.4,631
Good,D,VS1,0.3,632
Good,E,SI1,1.5,11795
Good,H,VS1,1.52,11804
Good,I,SI2,2.1,11818
Good,I,SI1,2.04,11820
Good,H,VVS2,1.51,11826
Good,E,VS2,1.46,11851
Good,J,SI1,2.06,11854
Good,H,SI1,1.7,11869
Good,I,VS1,1.7,11921
Good,E,SI1,1.5,11948
Good,I,VS2,2.01,11954
Good,J,SI1,2,11988
Good,H,SI1,1.74,12032
Good,H,VS2,1.7,12117
Good,H,SI1,2.1,12121
Good,H,SI1,2.1,12121
Good,F,SI2,1.8,12196
Good,E,VVS2,0.29,633
Good,F,IF,0.29,633
Good,H,SI1,0.38,633
Good,H,SI2,2.01,12215
Good,E,SI1,1.71,12224
Good,D,SI2,1.72,12248
Good,J,SI1,2.01,12257
Good,F,VS2,1.52,12283
Good,J,SI2,2.36,12286
Good,F,SI2,1.8,12308
Good,G,VS1,1.51,12319
Good,J,SI1,2.01,12369
Good,H,SI2,2.01,12423
Good,H,VS2,1.62,12429
Good,E,SI1,1.6,12467
Good,G,VS1,1.51,12489
Good,E,SI1,1.51,12490
Good,H,VS1,1.6,12546
Good,G,VS2,1.57,12547
Good,H,SI2,2,12554
Good,I,SI1,2,12554
Good,E,SI1,1.6,12581
Good,F,SI2,2.02,12615
Good,F,VS2,0.31,637
Good,E,VS1,0.32,638
Good,D,SI2,0.41,638
Good,E,SI2,0.41,638
Good,E,SI2,0.41,638
Good,G,SI2,2,12654
Good,I,SI2,2.01,12681
Good,F,VS2,1.5,12693
Good,D,VS2,1.51,12709
Good,H,VS2,1.7,12723
Good,E,SI1,1.5,12754
Good,I,VS1,1.71,12755
Good,G,VS2,1.51,12756
Good,E,SI1,1.54,12779
Good,G,VS2,1.5,12787
Good,J,SI1,2.02,12798
Good,H,SI1,2.18,12825
Good,E,SI1,1.5,12870
Good,D,SI1,1.75,12918
Good,I,SI2,2.02,12927
Good,G,SI2,2.02,12929
Good,I,SI2,2.3,12944
Good,J,VS2,2.34,12961
Good,I,SI2,2.01,12964
Good,E,VVS2,1.3,12967
Good,I,SI2,2.01,12985
Good,F,VS2,1.51,13010
Good,I,VS1,1.75,13047
Good,E,SI2,0.41,638
Good,E,SI2,0.41,638
Good,E,SI2,0.41,638
Good,H,VVS1,0.3,638
Good,H,VS2,1.71,13068
Good,D,SI2,2.03,13109
Good,H,SI2,2.02,13144
Good,G,VVS2,1.51,13155
Good,F,VS2,1.5,13160
Good,F,SI1,1.63,13187
Good,D,VS2,1.5,13232
Good,G,SI2,2.33,13242
Good,H,IF,1.53,13248
Good,G,VVS2,1.51,13275
Good,I,SI1,2.02,13286
Good,E,SI1,1.71,13287
Good,G,VS2,1.5,13307
Good,G,SI2,2.15,13317
Good,E,SI2,2,13320
Good,J,VS2,1.99,13338
Good,I,SI1,2.01,13464
Good,H,SI2,2,13480
Good,F,SI1,1.72,13499
Good,F,SI1,1.72,13499
Good,G,VS1,1.51,13515
Good,J,VS2,2,13542
Good,J,VS2,2,13542
Good,J,VS2,2.04,13550
Good,E,SI1,0.34,641
Good,E,SI1,0.38,641
Good,F,SI1,0.3,641
Good,I,SI1,2.01,13587
Good,G,VS1,1.5,13596
Good,D,SI1,1.5,13603
Good,G,SI2,2.03,13621
Good,F,SI1,1.72,13622
Good,E,VS2,1.5,13653
Good,J,SI1,2.32,13654
Good,G,VS1,1.51,13686
Good,G,VS1,1.5,13720
Good,I,SI2,2.61,13784
Good,F,VS2,1.51,13819
Good,E,VS2,1.5,13846
Good,H,SI2,2.01,13849
Good,F,VS2,1.5,13853
Good,E,VS2,1.5,13899
Good,G,VS1,1.52,13903
Good,H,SI2,2.2,13919
Good,H,SI1,2.01,13929
Good,I,SI2,2.08,13956
Good,I,SI1,2.01,13976
Good,G,SI1,2.19,13978
Good,I,SI1,2.07,13993
Good,G,IF,1.5,13998
Good,E,VS2,1.5,14026
Good,I,SI2,2.02,14027
Good,H,VS2,2,14042
Good,F,SI1,0.3,641
Good,I,SI2,2.08,14084
Good,H,VVS2,1.7,14146
Good,F,SI1,1.51,14148
Good,I,SI2,2.51,14209
Good,J,SI1,2.28,14220
Good,H,SI2,2.27,14249
Good,G,SI2,2.51,14251
Good,I,VS2,2.16,14266
Good,I,SI2,2.22,14285
Good,J,SI1,2.28,14350
Good,H,SI1,2.14,14395
Good,H,SI2,2.01,14426
Good,D,SI1,1.71,14426
Good,G,VS1,1.7,14445
Good,I,SI2,2.14,14452
Good,E,SI1,1.73,14479
Good,E,VS2,1.5,14565
Good,I,SI1,2.01,14597
Good,F,VS2,0.33,643
Good,D,VS2,0.34,644
Good,F,VVS2,1.51,14654
Good,G,IF,1.51,14654
Good,E,VS2,1.51,14709
Good,H,SI2,2.03,14720
Good,G,SI2,2.01,14745
Good,H,SI2,2.55,14775
Good,G,VS1,1.7,14787
Good,E,VVS2,1.41,14853
Good,I,VS2,2,14889
Good,J,SI2,3,14918
Good,I,SI1,2.06,14920
Good,F,SI2,2.04,14936
Good,H,SI2,2.01,14956
Good,H,SI1,2.01,14968
Good,J,VS1,2,14973
Good,I,SI1,2.01,14998
Good,I,VS2,2.06,15046
Good,I,SI1,2,15072
Good,D,IF,1.01,15081
Good,D,IF,1.01,15081
Good,G,VS2,1.66,15091
Good,E,SI1,2.01,15093
Good,I,VS2,2.07,15119
Good,I,VS2,2.01,15147
Good,G,IF,1.48,15164
Good,J,SI2,2.56,15231
Good,D,SI1,0.35,644
Good,F,VS2,0.32,645
Good,E,SI2,2.01,15255
Good,F,SI2,2.02,15261
Good,J,SI1,2.25,15287
Good,I,SI1,2.03,15339
Good,I,SI1,2.01,15371
Good,E,VS2,1.7,15385
Good,E,SI2,2,15393
Good,D,SI2,2.01,15394
Good,G,VVS1,1.51,15420
Good,H,SI1,2.01,15467
Good,I,VS2,2.01,15587
Good,H,SI1,2.01,15618
Good,F,VS1,1.53,15619
Good,E,VS1,1.52,15649
Good,I,VS1,2,15708
Good,I,VS2,2.01,15729
Good,I,VS1,2.02,15765
Good,E,VS1,1.52,15792
Good,E,VS1,1.52,15792
Good,G,SI2,2.01,15832
Good,H,VVS2,0.32,645
Good,I,VS1,2,15851
Good,H,SI2,2.01,15888
Good,J,VVS2,2.03,15898
Good,H,SI1,2.01,15919
Good,D,IF,1,15928
Good,E,SI2,2,15962
Good,G,SI2,2.01,15977
Good,I,VS2,2.01,16003
Good,F,SI2,2.01,16013
Good,H,SI2,2.17,16036
Good,H,SI2,2.13,16062
Good,F,SI2,2.01,16085
Good,G,SI2,2.05,16148
Good,I,VS2,2.01,16149
Good,E,SI2,2,16206
Good,G,VS1,1.74,16223
Good,F,SI2,2.01,16231
Good,F,SI2,2.01,16231
Good,H,SI2,2.66,16239
Good,H,SI2,2.66,16239
Good,I,SI2,2.26,16241
Good,I,VS2,2,16291
Good,I,SI1,2.09,16294
Good,G,SI2,2.05,16295
Good,I,VS2,2.01,16304
Good,I,SI2,2.22,16398
Good,D,IF,1.09,16406
Good,F,SI2,2.01,16410
Good,D,SI2,2,16425
Good,I,VS2,2,16439
Good,D,VVS1,0.23,425
Good,G,VVS2,0.23,428
Good,F,VS2,0.32,645
Good,G,VS1,0.32,645
Good,F,VS2,0.32,645
Good,H,SI2,2.06,16512
Good,F,VS1,1.52,16519
Good,I,VS2,2,16544
Good,H,SI2,2.02,16565
Good,E,SI2,2.01,16582
Good,I,VS2,2.02,16593
Good,D,SI2,2.01,16624
Good,H,SI1,2,16650
Good,H,SI2,2.18,16690
Good,I,SI1,2.01,16731
Good,E,SI2,2.01,16733
Good,H,SI1,2.01,16737
Good,D,SI2,2.01,16776
Good,I,VS2,2.02,16789
Good,H,SI2,2.18,16842
Good,J,VS1,2.27,17051
Good,D,SI2,2,17094
Good,D,VS1,1.51,17111
Good,E,SI2,2.01,17115
Good,I,SI1,2.22,17151
Good,F,SI2,0.42,646
Good,F,I1,0.41,646
Good,F,SI2,2.01,17313
Good,F,VS1,1.7,17330
Good,G,VS1,1.69,17338
Good,I,VS1,2.01,17365
Good,E,VS1,1.69,17400
Good,G,SI1,2,17405
Good,H,SI1,2,17447
Good,E,VVS2,1.5,17449
Good,D,VS2,1.7,17485
Good,I,VS2,2.01,17497
Good,D,IF,1.14,17499
Good,I,VS1,2.02,17533
Good,F,VS2,1.7,17597
Good,H,SI1,2,17600
Good,G,SI2,2.52,17608
Good,G,SI1,2,17740
Good,E,SI2,2,17760
Good,D,VS2,2,17760
Good,G,SI1,2.01,17804
Good,F,SI1,2,17869
Good,G,VS2,2,17898
Good,G,SI1,2,17902
Good,I,SI2,2.41,17923
Good,G,SI1,2,17930
Good,G,SI1,0.41,646
Good,J,VS1,0.41,647
Good,H,VS2,2,18023
Good,H,SI1,2.04,18026
Good,E,SI1,2.01,18027
Good,F,SI1,2,18069
Good,G,SI1,2.01,18077
Good,E,SI2,2.02,18236
Good,I,SI2,3.01,18242
Good,I,SI2,3.01,18242
Good,J,VS2,2.5,18325
Good,H,VS1,2.01,18340
Good,G,SI1,2.01,18374
Good,F,SI1,2,18376
Good,D,SI1,2.04,18468
Good,F,SI2,2.09,18472
Good,H,VS2,2.01,18474
Good,H,SI2,2.66,18495
Good,I,SI1,2.4,18541
Good,H,VS2,2.01,18561
Good,G,SI1,2.01,18572
Good,H,SI2,3.01,18593
Good,G,SI1,2.01,18625
Good,H,VS2,2.01,18640
Good,F,SI2,2.67,18686
Good,I,VS2,2.07,18707
Good,I,VS2,0.39,648
Good,E,SI2,0.36,648
Good,G,SI2,2.8,18788
Good,G,VS2,0.3,648
Good,G,SI1,0.34,650
Good,H,VS1,0.31,651
Good,E,VS2,0.31,651
Good,D,VS2,0.33,652
Good,D,VS1,0.31,653
Good,D,SI2,0.42,653
Good,H,SI1,0.42,653
Good,D,SI2,0.42,653
Good,E,SI1,0.41,654
Good,G,SI1,0.4,655
Good,G,SI1,0.4,655
Good,G,SI1,0.4,655
Good,G,SI1,0.4,655
Good,D,VS2,0.32,657
Good,E,VS2,0.32,658
Good,H,SI2,0.35,429
Good,G,SI1,0.31,431
Good,F,SI1,0.41,659
Good,I,SI1,0.38,659
Good,F,VVS2,0.31,660
Good,G,SI2,0.43,661
Good,E,SI1,0.4,662
Good,D,SI1,0.36,663
Good,D,SI1,0.36,663
Good,E,VS1,0.35,663
Good,H,SI1,0.36,665
Good,D,SI2,0.4,666
Good,E,SI2,0.4,666
Good,I,VS2,0.4,666
Good,J,VVS2,0.38,666
Good,G,VS1,0.33,666
Good,E,VS2,0.23,357
Good,F,VS2,0.23,357
Good,E,VS1,0.25,361
Good,D,I1,0.32,361
Good,J,SI1,0.31,363
Good,H,SI1,0.3,432
Good,I,SI1,0.32,432
Good,H,SI1,0.3,432
Good,I,SI1,0.32,432
Good,H,SI1,0.3,432
Good,H,SI1,0.3,432
Good,H,SI1,0.3,432
Good,F,VS2,0.33,666
Good,H,SI1,0.4,667
Good,D,SI1,0.4,667
Good,H,VS2,0.33,668
Good,G,SI1,0.35,669
Good,D,SI2,0.43,669
Good,D,SI2,0.43,669
Good,E,SI2,0.43,669
Good,D,SI2,0.43,669
Good,E,SI2,0.43,669
Good,G,SI1,0.41,671
Good,G,SI2,0.4,672
Good,E,SI1,0.3,675
Good,H,VS1,0.3,675
Good,G,VS2,0.3,675
Good,E,SI1,0.3,675
Good,E,SI1,0.3,675
Good,E,SI1,0.3,675
Good,I,SI1,0.33,434
Good,F,SI1,0.41,676
Good,G,VVS1,0.3,678
Good,G,VVS2,0.3,678
Good,F,SI1,0.4,678
Good,F,VVS1,0.26,679
Good,E,SI1,0.38,680
Good,E,SI2,0.45,680
Good,F,VS2,0.39,681
Good,H,SI1,0.4,681
Good,E,VS2,0.37,681
Good,D,SI1,0.37,681
Good,F,VVS1,0.3,682
Good,E,SI1,0.4,682
Good,H,SI1,0.41,683
Good,H,SI1,0.41,683
Good,H,SI1,0.37,684
Good,D,SI1,0.31,684
Good,E,SI2,0.44,684
Good,G,VVS2,0.3,684
Good,G,VVS2,0.3,684
Good,G,VVS2,0.3,684
Good,H,VVS1,0.3,684
Good,G,VVS2,0.3,684
Good,H,VVS1,0.3,684
Good,G,VVS2,0.3,684
Good,G,VVS2,0.3,684
Good,G,VVS2,0.3,684
Good,G,VVS2,0.3,684
Good,E,VVS2,0.3,684
Good,H,VVS1,0.3,684
Good,H,VVS1,0.3,684
Good,H,VVS1,0.3,684
Good,G,VVS2,0.3,684
Good,I,VS2,0.31,435
Good,H,SI1,0.31,435
Good,I,VS2,0.31,435
Good,F,VS1,0.25,435
Good,H,VS1,0.31,435
Good,E,SI1,0.41,685
Good,F,SI1,0.41,685
Good,G,VS1,0.34,686
Good,G,SI1,0.42,687
Good,E,SI1,0.4,687
Good,E,SI1,0.4,687
Good,E,SI1,0.4,687
Good,E,SI1,0.4,687
Good,F,SI1,0.4,687
Good,E,SI1,0.4,687
Good,I,VS1,0.4,687
Good,E,SI1,0.4,687
Good,E,SI1,0.4,687
Good,E,SI1,0.4,687
Good,E,SI1,0.4,687
Good,F,SI1,0.4,687
Good,E,SI1,0.4,687
Good,E,SI1,0.4,687
Good,E,SI1,0.4,687
Good,E,SI1,0.4,687
Good,F,SI1,0.4,687
Good,H,VS2,0.34,689
Good,H,VS1,0.34,689
Good,D,VVS2,0.3,689
Good,D,VVS2,0.27,693
Good,E,VS2,0.38,693
Good,J,VS1,0.44,694
Good,J,VS1,0.44,694
Good,I,VS2,0.4,695
Good,I,VS2,0.43,696
Good,F,VS1,0.34,696
Good,E,VS2,0.34,696
Good,E,SI1,0.31,698
Good,H,VS1,0.31,698
Good,H,VS1,0.31,698
Good,G,VS2,0.31,698
Good,E,SI1,0.31,698
Good,E,SI1,0.31,698
Good,H,SI1,0.42,700
Good,H,SI1,0.42,700
Good,E,VVS1,0.3,702
Good,G,SI1,0.43,704
Good,G,SI1,0.43,704
Good,E,SI1,0.41,705
Good,F,SI1,0.41,705
Good,F,SI1,0.41,705
Good,E,SI1,0.41,705
Good,F,SI1,0.41,705
Good,F,SI1,0.41,705
Good,F,SI1,0.41,705
Good,E,SI1,0.41,705
Good,E,SI1,0.41,705
Good,F,SI1,0.43,706
Good,D,SI1,0.32,706
Good,D,SI1,0.32,706
Good,E,VVS1,0.23,439
Good,J,SI1,0.3,439
Good,H,VVS2,0.26,440
Good,J,VS2,0.3,441
Good,D,SI2,0.32,441
Good,F,VS2,0.23,442
Good,G,VVS2,0.31,707
Good,G,VVS2,0.31,707
Good,G,VVS2,0.31,707
Good,H,VVS1,0.31,707
Good,G,VVS2,0.31,707
Good,G,VVS2,0.31,707
Good,H,VVS1,0.31,707
Good,H,VVS1,0.31,707
Good,D,SI1,0.41,707
Good,I,VVS1,0.3,709
Good,D,SI1,0.3,709
Good,H,VS2,0.35,709
Good,E,VS2,0.35,711
Good,F,VS2,0.38,713
Good,G,VS2,0.34,714
Good,I,SI1,0.33,445
Good,I,SI1,0.33,445
Good,E,SI2,0.34,445
Good,H,SI1,0.31,446
Good,H,VS2,0.4,717
Good,D,SI1,0.41,717
Good,E,SI1,0.43,718
Good,F,SI1,0.39,718
Good,H,VS2,0.39,718
Good,F,SI1,0.39,718
Good,D,VVS2,0.3,719
Good,F,VS2,0.38,719
Good,H,SI2,0.4,720
Good,H,SI2,0.4,720
Good,D,SI1,0.4,720
Good,D,SI1,0.4,720
Good,D,SI1,0.4,720
Good,D,SI1,0.4,720
Good,D,SI1,0.4,720
Good,H,VS1,0.38,721
Good,G,VS1,0.35,721
Good,F,SI1,0.42,722
Good,F,SI1,0.42,722
Good,F,SI1,0.42,722
Good,F,SI1,0.42,722
Good,F,SI1,0.42,722
Good,E,SI1,0.43,723
Good,F,VS2,0.4,723
Good,F,VVS1,0.33,724
Good,D,VVS2,0.26,724
Good,E,VVS1,0.31,725
Good,H,SI1,0.31,446
Good,F,VS2,0.23,447
Good,G,SI1,0.3,447
Good,F,SI2,0.34,447
Good,D,SI2,0.3,447
Good,H,VS2,0.36,729
Good,H,VS2,0.41,729
Good,H,VS2,0.4,730
Good,F,VS1,0.3,731
Good,J,VS2,0.41,732
Good,G,SI2,0.41,732
Good,D,SI1,0.31,732
Good,D,SI1,0.31,732
Good,H,SI1,0.44,733
Good,J,VS1,0.4,734
Good,G,VS2,0.39,734
Good,F,SI2,0.34,447
Good,D,SI2,0.3,447
Good,D,SI2,0.3,447
Good,I,SI1,0.34,447
Good,D,SI1,0.42,735
Good,I,VS1,0.39,737
Good,G,SI1,0.42,737
Good,F,SI1,0.4,737
Good,E,SI1,0.4,737
Good,I,VS1,0.4,737
Good,F,SI1,0.37,738
Good,D,SI1,0.41,738
Good,D,SI1,0.41,738
Good,D,SI1,0.41,738
Good,D,SI1,0.41,738
Good,D,SI1,0.41,738
Good,E,VVS1,0.3,739
Good,G,SI1,0.41,739
Good,D,SI1,0.35,739
Good,E,SI1,0.43,739
Good,E,SI1,0.43,739
Good,E,SI1,0.43,739
Good,F,SI1,0.43,739
Good,F,SI1,0.43,739
Good,D,VS2,0.36,739
Good,F,VVS1,0.31,742
Good,F,IF,0.3,742
Good,D,VS1,0.4,742
Good,G,VS2,0.39,743
Good,E,SI1,0.33,743
Good,I,VVS2,0.33,743
Good,F,VS2,0.31,744
Good,F,VS2,0.37,746
Good,G,VS1,0.37,746
Good,H,SI1,0.41,748
Good,F,SI1,0.35,748
Good,F,VS2,0.41,749
Good,H,VS2,0.37,749
Good,F,VS2,0.31,749
Good,F,VS2,0.31,749
Good,I,VVS2,0.4,750
Good,F,VS2,0.38,752
Good,E,VVS1,0.27,752
Good,F,VVS1,0.3,752
Good,D,VVS2,0.3,752
Good,E,VS2,0.34,754
Good,I,VS1,0.41,754
Good,H,VS2,0.41,755
Good,F,SI1,0.41,755
Good,E,SI1,0.41,755
Good,E,SI1,0.41,755
Good,F,SI1,0.41,755
Good,E,SI1,0.41,755
Good,F,SI1,0.41,755
Good,I,VS1,0.41,755
Good,E,VS1,0.32,756
Good,E,VS1,0.32,756
Good,D,SI1,0.32,756
Good,D,SI1,0.32,756
Good,D,SI1,0.32,756
Good,E,SI1,0.44,756
Good,F,SI1,0.44,756
Good,E,SI1,0.44,756
Good,D,SI1,0.41,758
Good,H,SI1,0.32,449
Good,H,SI1,0.32,449
Good,I,VS2,0.32,449
Good,I,VS2,0.32,449
Good,E,SI1,0.41,760
Good,G,VVS1,0.31,761
Good,E,VVS1,0.3,763
Good,F,VVS1,0.33,764
Good,J,VS2,0.4,765
Good,E,SI1,0.34,765
Good,I,SI1,0.4,765
Good,H,SI2,0.3,368
Good,J,VS2,0.3,368
Good,J,SI1,0.3,450
Good,G,VS2,0.38,771
Good,E,VS2,0.41,772
Good,E,SI1,0.42,773
Good,D,SI1,0.43,774
Good,D,SI1,0.43,774
Good,D,SI2,0.4,775
Good,H,VVS1,0.34,775
Good,E,VVS1,0.3,775
Good,G,VS1,0.3,776
Good,H,VVS2,0.3,776
Good,H,VVS2,0.3,776
Good,H,VVS2,0.3,776
Good,G,VS1,0.3,776
Good,G,VS1,0.3,776
Good,G,VS1,0.3,776
Good,G,VS1,0.3,776
Good,D,VVS2,0.23,452
Good,D,SI1,0.44,777
Good,F,VS1,0.31,779
Good,F,IF,0.3,780
Good,E,VS2,0.32,780
Good,G,VS1,0.4,783
Good,F,VS2,0.4,784
Good,J,VS2,0.41,784
Good,I,SI1,0.41,784
Good,G,SI2,0.41,784
Good,H,VVS1,0.31,786
Good,D,VS2,0.4,786
Good,D,VS2,0.4,786
Good,F,SI2,0.46,787
Good,D,VVS2,0.3,787
Good,G,VS2,0.39,787
Good,G,VS2,0.39,787
Good,G,VS2,0.39,787
Good,F,VS2,0.39,788
Good,G,VVS1,0.3,789
Good,F,VS1,0.26,453
Good,E,SI2,0.35,454
Good,G,VVS1,0.3,789
Good,G,VVS1,0.3,789
Good,G,VVS1,0.3,789
Good,G,VVS1,0.3,789
Good,G,VVS1,0.3,789
Good,G,VVS1,0.3,789
Good,D,SI1,0.41,791
Good,F,IF,0.3,796
Good,E,SI2,0.4,798
Good,E,SI2,0.4,798
Good,D,SI2,0.4,798
Good,D,SI2,0.4,798
Good,E,VVS1,0.32,801
Good,E,VS2,0.32,801
Good,G,VS2,0.3,456
Good,I,VS1,0.31,457
Good,F,VVS1,0.23,458
Good,E,VVS1,0.23,458
Good,E,VS1,0.28,458
Good,H,VVS2,0.31,802
Good,H,VVS2,0.31,802
Good,G,VS1,0.31,802
Good,G,VS1,0.31,802
Good,F,VS2,0.31,802
Good,H,VS1,0.4,807
Good,G,VS2,0.4,807
Good,G,VS2,0.4,807
Good,D,VS2,0.38,809
Good,F,SI2,0.35,460
Good,H,SI1,0.32,461
Good,H,SI1,0.32,461
Good,E,IF,0.31,813
Good,F,VS1,0.31,814
Good,D,VS2,0.4,814
Good,E,VVS2,0.3,814
Good,E,VS2,0.34,816
Good,G,VS2,0.4,816
Good,G,VVS1,0.31,816
Good,G,VVS1,0.31,816
Good,G,VVS1,0.31,816
Good,E,SI2,0.41,818
Good,E,VS1,0.37,818
Good,G,VS1,0.4,820
Good,H,VVS2,0.4,823
Good,D,VVS1,0.3,825
Good,D,VS1,0.37,825
Good,G,VVS2,0.34,826
Good,H,SI1,0.32,461
Good,H,SI1,0.32,461
Good,F,VVS2,0.23,462
Good,D,VVS2,0.25,462
Good,E,VVS1,0.23,462
Good,D,SI2,0.31,462
Good,D,SI2,0.31,462
Good,G,SI1,0.31,462
Good,G,SI1,0.31,462
Good,E,VVS1,0.31,826
Good,F,VS2,0.4,826
Good,D,VS2,0.4,827
Good,F,VS1,0.41,827
Good,E,VS1,0.41,827
Good,I,VVS2,0.41,827
Good,I,VVS2,0.41,827
Good,J,IF,0.41,827
Good,I,VVS2,0.41,827
Good,J,IF,0.41,827
Good,F,VS2,0.32,828
Good,E,SI1,0.45,829
Good,J,VS1,0.41,830
Good,E,VS2,0.39,830
Good,D,SI2,0.31,462
Good,G,SI1,0.31,462
Good,D,SI2,0.31,462
Good,D,SI2,0.31,462
Good,G,SI1,0.31,462
Good,G,SI1,0.41,836
Good,H,SI1,0.42,838
Good,I,VVS1,0.4,842
Good,I,VVS1,0.4,842
Good,I,VVS1,0.4,842
Good,E,SI2,0.47,844
Good,G,VVS1,0.41,844
Good,F,VVS2,0.31,846
Good,G,VS1,0.41,847
Good,F,VS1,0.39,847
Good,D,VVS1,0.3,848
Good,G,VVS1,0.31,849
Good,E,VS1,0.35,851
Good,D,VS1,0.38,853
Good,I,SI2,0.5,855
Good,I,VS2,0.4,855
Good,E,VVS2,0.23,465
Good,G,I1,0.41,467
Good,D,I1,0.32,468
Good,H,VVS2,0.26,468
Good,E,SI1,0.4,857
Good,F,VVS1,0.36,858
Good,E,SI2,0.43,858
Good,F,VS2,0.41,863
Good,I,VVS1,0.42,867
Good,F,SI1,0.4,869
Good,D,VS2,0.38,871
Good,E,VS1,0.28,470
Good,H,VS2,0.31,470
Good,D,VS2,0.41,873
Good,D,VS2,0.41,873
Good,F,VS2,0.38,873
Good,D,SI1,0.37,874
Good,H,SI1,0.41,876
Good,H,VVS2,0.4,877
Good,J,SI1,0.5,877
Good,F,VS1,0.4,877
Good,G,VVS2,0.3,878
Good,G,VVS2,0.3,878
Good,G,VVS2,0.3,878
Good,G,VVS1,0.3,878
Good,F,VS1,0.24,373
Good,F,VS1,0.26,373
Good,F,VS1,0.24,373
Good,E,VS1,0.23,373
Good,E,SI1,0.28,373
Good,J,SI1,0.32,374
Good,I,SI2,0.32,374
Good,I,SI2,0.32,374
Good,J,VVS2,0.28,375
Good,F,VS1,0.23,376
Good,E,VS1,0.27,377
Good,I,SI1,0.31,377
Good,E,VS2,0.24,378
Good,H,SI2,0.3,378
Good,H,SI2,0.3,378
Good,F,VVS2,0.24,471
Good,E,VVS2,0.23,472
Good,F,VVS1,0.23,472
Good,E,VVS1,0.23,472
Good,I,SI1,0.35,472
Good,F,SI1,0.4,882
Good,E,SI1,0.4,882
Good,E,SI1,0.4,882
Good,E,SI1,0.4,882
Good,E,SI1,0.4,882
Good,E,SI1,0.4,882
Good,E,SI1,0.4,882
Good,E,SI1,0.4,882
Good,F,VS1,0.4,883
Good,I,IF,0.38,886
Good,E,VS1,0.37,889
Good,D,VS2,0.4,891
Good,G,VS2,0.43,891
Good,F,VS1,0.41,891
Good,E,SI1,0.46,891
Good,H,VVS1,0.41,892
Good,H,VVS1,0.34,893
Good,G,VVS2,0.39,894
Good,G,IF,0.3,895
Good,G,IF,0.3,895
Good,H,SI2,0.3,473
Good,H,VS2,0.3,473
Good,H,VS2,0.3,473
Good,D,VS1,0.4,898
Good,F,VS2,0.38,899
Good,G,SI1,0.43,903
Good,E,VVS1,0.38,904
Good,F,SI1,0.41,904
Good,E,SI1,0.41,904
Good,E,SI1,0.41,904
Good,F,VS1,0.36,905
Good,I,VS1,0.3,473
Good,I,VS2,0.37,473
Good,I,VS1,0.3,473
Good,H,VS2,0.3,473
Good,I,VS1,0.3,473
Good,I,VS1,0.3,473
Good,G,VVS2,0.31,907
Good,G,VS2,0.4,909
Good,E,VS2,0.41,910
Good,J,SI1,0.5,912
Good,E,IF,0.31,912
Good,H,VVS1,0.32,912
Good,G,SI1,0.48,914
Good,F,VVS1,0.41,915
Good,E,VS1,0.41,917
Good,F,IF,0.34,917
Good,H,VS2,0.41,917
Good,E,VVS2,0.25,476
Good,E,VVS2,0.25,476
Good,H,VS1,0.31,476
Good,F,SI1,0.39,921
Good,E,VVS1,0.36,923
Good,I,SI1,0.53,923
Good,G,IF,0.31,924
Good,D,SI1,0.4,924
Good,D,SI2,0.5,925
Good,F,SI2,0.5,926
Good,F,SI1,0.42,926
Good,F,VS2,0.4,929
Good,G,I1,0.61,931
Good,F,VS1,0.43,931
Good,E,VS1,0.41,935
Good,F,VVS2,0.4,936
Good,D,SI2,0.32,477
Good,G,SI1,0.32,477
Good,E,SI2,0.34,477
Good,D,SI2,0.32,477
Good,E,VS1,0.35,938
Good,F,VVS1,0.32,939
Good,I,SI2,0.53,942
Good,G,VS2,0.39,942
Good,F,VS1,0.43,943
Good,E,VVS2,0.39,943
Good,F,VS1,0.36,945
Good,I,IF,0.4,945
Good,H,VS2,0.4,945
Good,I,VS1,0.4,945
Good,F,SI1,0.4,945
Good,E,SI1,0.42,945
Good,D,SI2,0.32,477
Good,D,SI1,0.41,947
Good,F,SI1,0.43,948
Good,F,SI1,0.43,948
Good,D,VVS2,0.41,949
Good,G,VS1,0.4,952
Good,E,VS1,0.41,954
Good,D,VS1,0.4,954
Good,G,IF,0.3,956
Good,E,VVS1,0.41,957
Good,D,VVS1,0.34,957
Good,D,SI2,0.5,958
Good,D,SI2,0.5,958
Good,I,SI1,0.51,959
Good,J,SI1,0.5,959
Good,D,VVS1,0.23,478
Good,H,VVS1,0.28,480
Good,G,VS1,0.38,962
Good,J,VS2,0.5,963
Good,H,SI2,0.51,964
Good,J,VS2,0.5,965
Good,F,VVS1,0.3,965
Good,H,VVS1,0.38,967
Good,E,SI1,0.46,967
Good,J,VS1,0.55,969
Good,I,VS1,0.41,969
Good,F,SI1,0.41,969
Good,E,SI1,0.41,969
Good,E,VS1,0.43,970
Good,F,SI1,0.44,970
Good,G,VVS2,0.4,974
Good,F,SI2,0.44,974
Good,E,VVS1,0.38,975
Good,F,SI1,0.5,975
Good,D,VS2,0.43,976
Good,J,VVS2,0.3,483
Good,F,VS2,0.3,484
Good,F,VS2,0.3,484
Good,F,VVS1,0.32,977
Good,I,SI1,0.52,978
Good,I,SI1,0.52,978
Good,D,SI2,0.5,979
Good,E,VVS2,0.4,981
Good,E,VS2,0.41,981
Good,E,VS2,0.41,982
Good,G,VS2,0.39,982
Good,G,IF,0.33,984
Good,J,VS2,0.51,984
