cut,color,clarity,carat,price
Very Good,F,VS2,0.43,905
Premium,H,SI2,1.15,3735
Ideal,J,VS1,0.5,1134
Ideal,H,VS1,0.42,847
Premium,E,VS2,0.3,658
Ideal,F,VVS2,1.51,16754
Ideal,G,VVS2,0.52,1911
Ideal,D,VVS1,0.35,1330
Good,H,VVS2,0.7,2355
Ideal,G,VVS2,1.72,18431
Ideal,H,SI1,0.41,1056
Ideal,D,VVS2,0.58,2617
Fair,D,VS2,0.29,592
Very Good,J,VS1,0.4,756
Very Good,E,VVS2,0.23,530
Premium,F,VS2,1.03,6307
Very Good,J,SI2,2.25,13597
Premium,F,SI2,1.24,5889
Ideal,G,VVS1,0.32,842
Premium,H,SI2,2.01,12423
Very Good,D,SI2,0.73,2703
Ideal,E,VS2,0.6,2079
Premium,E,VS2,1.0,6720
Fair,G,VS1,0.7,2384
Ideal,G,SI1,1.5,11572
Premium,D,SI1,0.41,1015
Ideal,I,SI1,0.73,2122
Ideal,H,IF,0.3,764
Very Good,J,I1,1.05,2705
Premium,F,SI2,2.06,16857
Very Good,E,VS2,0.86,4665
Very Good,F,VS2,0.7,2400
Good,D,SI1,0.32,756
Ideal,G,SI2,1.37,6730
Good,E,SI1,1.01,4619
Premium,G,SI1,0.41,923
Fair,H,SI2,1.25,3990
Good,G,VVS1,0.31,816
Good,F,VS1,1.2,6209
Very Good,F,SI1,0.73,2879
Ideal,E,VS2,0.2,367
Good,F,SI2,1.5,7291
Premium,J,VS1,0.75,1998
Premium,F,VS2,1.01,6097
Premium,G,SI1,0.47,931
Ideal,H,SI1,0.4,705
Good,I,VS1,1.33,6963
Very Good,G,SI1,0.31,462
Premium,G,VS2,0.41,827
Ideal,G,VVS2,1.36,11848
Ideal,J,SI2,0.76,1833
Good,E,VS1,0.7,2826
Ideal,G,VVS1,1.28,11147
Ideal,E,VS1,1.08,10292
Premium,G,SI1,1.5,9954
Good,D,SI1,0.32,589
Ideal,H,SI1,0.5,1035
Ideal,H,VS1,0.41,827
Very Good,I,SI2,1.51,7441
Fair,G,VS1,0.7,2250
Very Good,H,VVS2,0.59,1840
Very Good,D,VVS2,0.3,719
Ideal,F,VS2,0.3,776
Premium,G,VVS2,1.01,6670
Good,D,SI1,0.93,3812
Premium,F,VVS1,0.3,868
Very Good,H,VS2,1.02,5217
Premium,H,IF,0.32,1080
Premium,H,SI2,2.2,17634
Good,D,SI2,0.32,441
Good,E,SI2,2.0,15393
Ideal,F,IF,0.4,1583
Premium,H,VS2,0.93,4050
Ideal,G,SI2,0.72,2170
Ideal,G,VVS2,1.54,15059
Ideal,G,IF,0.31,891
Very Good,G,VVS1,0.29,607
Very Good,I,SI2,1.01,5000
Good,G,VS2,0.3,526
Ideal,H,VVS1,0.54,1846
Ideal,E,VS2,0.71,3035
Ideal,G,VS2,0.34,596
Premium,G,VS2,0.34,765
Ideal,E,VVS2,0.57,2447
Premium,F,SI2,0.73,2329
Ideal,I,SI1,1.7,9901
Premium,H,VS2,0.31,489
Very Good,H,VS1,0.33,579
Fair,D,SI1,1.01,4751
Premium,I,SI1,1.01,3337
Fair,E,SI2,0.6,1033
Premium,E,VVS1,0.3,895
Very Good,D,SI2,2.03,12765
Very Good,H,VS2,0.41,943
Ideal,I,SI2,1.31,5546
Very Good,G,IF,0.32,954
Very Good,E,VVS1,1.01,10891
Ideal,J,VS1,2.16,18462
Very Good,E,VVS1,0.43,1433
Premium,G,VS2,0.31,698
Ideal,F,VS2,0.32,828
Ideal,J,VS1,1.54,8848
Premium,I,VS2,1.19,4591
Ideal,D,SI1,0.55,2018
Premium,G,VS1,0.41,961
Very Good,J,SI1,2.22,13782
Premium,E,SI1,0.57,1406
Good,F,SI1,0.53,1268
Very Good,E,SI2,1.0,4480
Good,D,VS2,0.5,1708
Premium,I,VS2,1.7,9330
Ideal,H,SI1,0.66,1936
Ideal,E,VS1,0.29,619
Very Good,G,VS2,0.42,847
Ideal,F,VS2,1.05,7697
Ideal,H,SI1,0.53,1268
Ideal,E,IF,0.3,1013
Premium,E,VS2,0.55,1881
Ideal,G,VVS2,0.51,2197
Premium,G,VS2,0.41,827
Ideal,H,VVS2,1.07,7821
Ideal,J,SI1,0.76,1859
Very Good,F,VS2,0.8,3369
Premium,E,SI1,0.3,675
Premium,I,SI1,1.21,5276
Good,G,SI1,2.19,13978
Ideal,F,SI2,1.09,3882
Premium,G,VS2,0.41,1061
Premium,G,VS1,1.56,13079
Premium,D,SI1,0.71,2913
Premium,F,SI1,0.72,2670
Ideal,F,VVS1,0.38,1096
Ideal,E,VS2,0.43,1048
Ideal,F,VVS2,0.41,1115
Good,H,VVS2,0.31,625
Ideal,D,SI1,0.72,3062
Premium,E,VS2,1.51,14844
Premium,D,SI2,1.21,6031
Premium,J,VS1,2.05,14411
Ideal,E,VS2,0.52,1815
Ideal,F,SI1,1.64,13289
Very Good,G,SI1,0.79,2793
Very Good,H,VVS1,0.7,2682
Fair,E,SI1,0.9,4220
Very Good,H,SI1,1.2,6569
Very Good,G,VVS1,1.01,8373
Ideal,G,VVS1,0.27,627
Premium,G,VS1,0.51,1781
Very Good,G,SI1,0.33,492
Ideal,F,VS1,0.41,1007
Ideal,H,VS1,1.12,7616
Premium,H,SI2,1.74,10874
Ideal,G,SI1,0.33,631
Ideal,D,VS2,0.3,911
Ideal,E,VVS1,0.34,1014
Very Good,E,SI1,1.0,5351
Very Good,G,VS2,1.08,6777
Ideal,E,VS2,0.52,1815
Very Good,D,SI2,1.01,4760
Very Good,G,VVS2,1.01,6968
Premium,D,SI2,2.14,17127
Ideal,F,SI2,0.9,4593
Premium,H,SI1,1.13,4256
Premium,D,SI2,1.06,4903
Very Good,G,SI1,0.57,1273
Ideal,G,VVS1,0.34,863
Ideal,E,SI2,0.9,4034
Premium,E,VS1,0.7,2826
Premium,H,SI1,1.03,5105
Very Good,G,SI1,2.03,18507
Premium,D,SI2,0.7,2319
Very Good,E,VVS2,0.3,622
Premium,F,SI1,0.74,2671
Premium,D,SI1,0.34,626
Ideal,E,VS2,0.71,3421
Ideal,E,VVS2,0.31,791
Very Good,E,SI2,0.5,1181
Ideal,G,VVS1,0.74,3388
Premium,D,SI2,0.31,593
Very Good,G,VVS2,0.35,798
Premium,E,VS2,1.0,6720
Ideal,G,IF,0.31,871
Ideal,I,VVS2,1.05,5932
Ideal,G,SI1,1.01,4129
Premium,H,VS2,0.38,898
Ideal,H,SI1,0.81,3514
Premium,I,VS1,1.04,4240
Premium,H,SI1,2.01,18295
Good,E,SI1,1.0,5174
Premium,H,SI1,1.52,9700
Premium,F,SI1,1.0,4586
Very Good,G,SI1,0.72,2170
Ideal,F,VS2,1.21,8348
Very Good,G,VS1,0.27,439
Ideal,G,VS2,0.52,1549
Ideal,G,VS2,0.37,851
Good,J,VS1,0.39,616
Very Good,E,SI2,1.51,7848
Ideal,F,SI1,0.59,1424
Good,J,VS2,1.01,3655
Premium,I,VS1,0.9,3145
Premium,G,VS1,1.01,6759
Ideal,E,SI1,0.76,2961
Very Good,G,SI1,0.7,2095
Premium,F,VS2,0.31,625
Premium,G,SI2,2.14,17513
Ideal,D,VVS1,0.64,4084
Ideal,I,VVS1,0.32,756
Premium,E,SI1,0.7,2576
Premium,G,SI2,2.11,13598
Premium,H,VS1,0.32,720
Ideal,I,VS2,0.72,2650
Ideal,F,SI2,0.57,1376
Ideal,H,SI2,0.71,2024
Premium,D,VS2,0.53,1825
Very Good,H,VS2,1.5,10424
Very Good,D,VS2,1.0,6881
Premium,E,SI2,0.72,2125
Premium,H,SI1,0.31,558
Very Good,G,VS2,0.33,579
Ideal,G,VS1,1.08,7635
Ideal,F,VVS1,0.31,884
Premium,I,SI1,0.42,803
Premium,G,SI1,1.6,11189
Very Good,J,VS2,1.57,7832
Very Good,H,SI1,1.03,4520
Ideal,H,SI1,1.1,4916
Ideal,F,VVS2,0.24,526
Very Good,G,VVS2,1.23,9999
Ideal,E,SI1,0.53,1435
Ideal,H,VS2,0.33,668
Very Good,E,SI1,0.83,3295
Ideal,F,I1,2.0,10685
Ideal,F,VS2,0.23,498
Good,J,SI2,1.03,3188
Ideal,H,SI2,2.01,14167
Ideal,E,IF,0.31,1188
Premium,E,VS2,0.33,928
Ideal,D,SI1,0.31,571
Premium,E,SI1,0.51,1443
Good,E,SI1,0.46,967
Very Good,E,VS2,0.56,1963
Ideal,D,VS1,1.09,9650
Premium,F,SI1,1.44,9653
Fair,G,VS1,0.84,2724
Very Good,E,SI1,0.91,4914
Ideal,H,SI1,0.55,1084
Premium,I,VS1,0.31,489
Ideal,E,SI1,2.05,18193
Premium,E,SI2,0.7,2475
Ideal,D,SI2,0.32,612
Premium,F,VVS1,0.4,1323
Ideal,H,VVS2,0.4,877
Fair,G,SI2,1.0,2326
Premium,H,VS2,1.01,4412
Premium,I,SI1,0.78,2387
Fair,H,VS1,0.5,1134
Ideal,D,SI1,0.52,1600
Ideal,E,VS2,0.3,658
Very Good,I,VVS1,0.71,2549
Ideal,D,SI1,1.03,5653
Fair,G,SI2,0.7,1420
Very Good,E,VVS2,1.3,13725
Good,I,VVS1,0.42,867
Ideal,D,VS2,0.57,1914
Ideal,D,I1,0.34,413
Good,H,SI1,0.41,683
Good,E,VS1,0.41,935
Ideal,F,SI1,0.7,2833
Ideal,F,VVS1,0.31,840
Very Good,E,SI1,0.4,687
Ideal,F,VS2,0.33,804
Premium,G,VVS1,0.3,1013
Premium,D,SI2,1.14,5047
Very Good,G,VS2,0.83,3195
Ideal,D,VVS2,0.37,1145
Premium,D,SI1,0.56,1814
Premium,D,SI2,0.36,537
Premium,D,VS2,1.55,16137
Very Good,F,SI2,0.4,579
Ideal,G,VS1,0.54,1567
Fair,E,SI2,1.32,6221
Premium,E,SI2,1.1,4967
Very Good,D,SI1,0.32,589
Ideal,H,SI2,1.25,5932
Ideal,D,VS2,0.3,911
Premium,I,I1,1.04,2870
Good,E,SI2,0.41,818
Premium,I,VVS1,1.5,10956
Very Good,F,SI2,0.7,1940
Premium,E,VS1,0.37,1124
Ideal,F,VS1,0.37,811
Ideal,E,VVS1,0.33,984
Very Good,D,SI1,1.23,7799
Ideal,G,VVS2,0.31,846
Premium,F,SI2,0.52,1073
Premium,F,SI2,1.2,5332
Good,H,VS1,1.05,5555
Ideal,J,VS2,0.7,1940
Good,E,SI1,0.91,4611
Premium,F,SI1,0.71,2317
Ideal,H,VS2,1.08,5625
Premium,D,SI2,0.72,2484
Premium,H,VS2,0.77,2546
Very Good,J,VS1,1.2,5376
Very Good,E,SI1,0.55,1551
Very Good,E,VS2,0.24,419
Good,I,SI1,0.4,596
Ideal,I,VS2,0.4,667
Ideal,H,VS2,1.17,6324
Fair,G,SI2,1.0,3027
Premium,G,VS2,0.34,596
Very Good,G,VS2,0.31,559
Ideal,E,VS2,0.52,1760
Ideal,J,VS1,0.34,469
Ideal,I,VVS2,1.21,7134
Fair,H,SI2,1.0,2912
Ideal,E,VS2,0.3,844
Good,F,VS2,0.9,4268
Premium,D,SI1,0.3,709
Ideal,D,SI2,1.01,4785
Very Good,E,SI1,0.7,2592
Ideal,D,VS2,0.51,1882
Ideal,G,VVS1,1.21,10295
Very Good,E,VS2,0.72,2923
Good,J,VS2,0.55,1134
Very Good,F,VS1,1.51,15440
Ideal,E,VVS2,0.63,2697
Ideal,G,VVS1,0.55,2116
Premium,G,VS2,0.63,1871
Very Good,F,VS2,1.01,5560
Good,G,VS1,0.32,645
Ideal,H,IF,0.52,1798
Very Good,G,SI1,1.01,5231
Ideal,H,IF,0.42,1216
Good,E,IF,0.36,1053
Ideal,E,SI2,0.59,1248
Ideal,H,VVS2,1.04,6619
Very Good,E,VVS2,0.3,622
Good,G,SI2,1.24,4861
Ideal,E,VVS2,0.4,1238
Ideal,J,VS1,0.4,606
Ideal,H,VS1,0.74,3254
Ideal,G,SI2,0.32,459
Very Good,G,VS2,0.71,2905
Premium,I,VS1,1.33,6390
Very Good,F,VS2,1.0,6183
Ideal,G,VS2,0.72,3012
Very Good,E,SI2,0.3,421
Very Good,D,VS2,0.3,663
Very Good,J,SI1,1.13,4391
Very Good,E,SI1,1.01,5002
Ideal,H,VS2,0.27,397
Premium,E,VVS2,0.32,1080
Ideal,G,SI1,0.37,586
Premium,G,SI2,1.28,6236
Premium,D,SI1,0.37,681
Premium,G,VVS2,1.3,10763
Very Good,J,VVS1,0.71,2218
Premium,F,SI2,1.04,4717
Ideal,G,VS2,0.9,4482
Very Good,F,VS2,0.38,800
Very Good,H,VS2,0.9,3919
Very Good,D,VS1,0.9,5757
Premium,G,VS2,1.76,16879
Very Good,D,VVS1,1.29,17932
Ideal,D,VS1,0.51,1845
Fair,E,VS2,0.5,2579
Premium,E,SI2,1.31,5176
Very Good,F,VVS1,0.7,3252
Good,H,I1,1.0,2940
Ideal,J,SI2,0.53,856
Very Good,F,SI1,1.01,5078
Very Good,E,VS2,0.3,585
Ideal,G,SI2,0.72,2068
Very Good,G,SI1,0.3,536
Ideal,H,I1,2.16,8709
Premium,G,VS2,1.53,13077
Fair,H,I1,0.85,1324
Fair,H,SI1,1.09,5085
Very Good,I,SI1,1.63,9199
Very Good,F,SI2,1.26,5998
Very Good,E,VS2,0.71,2759
Very Good,D,SI2,1.21,6125
Very Good,E,IF,0.25,633
Ideal,E,SI1,0.36,810
Ideal,D,SI1,1.05,6196
Fair,H,SI1,1.51,8010
Premium,H,SI1,0.7,2020
Good,H,SI2,1.1,3696
Good,E,VS2,0.52,1625
Very Good,J,VS1,0.6,1378
Premium,G,SI1,1.55,9600
Premium,I,VVS1,0.5,1415
Ideal,J,VS2,0.55,1260
Ideal,E,VS2,1.06,9092
Ideal,E,VS1,0.32,972
Premium,I,VS1,1.0,3763
Premium,D,VS2,0.41,792
Good,E,SI1,0.5,1293
Good,E,SI2,0.8,2640
Good,H,SI2,1.3,6042
Premium,D,VS2,0.5,1845
Very Good,G,VS1,0.7,2676
Ideal,F,SI2,0.53,1142
Ideal,I,VVS1,0.55,1712
Premium,E,VS1,0.31,942
Premium,D,SI2,0.41,683
Ideal,H,SI2,2.51,17162
Ideal,I,VS2,2.33,15073
Ideal,H,VS1,0.31,698
Ideal,E,VS2,0.31,756
Very Good,F,SI2,1.01,4119
Ideal,I,SI1,0.52,1094
Very Good,F,VVS1,0.7,3204
Ideal,G,SI1,0.41,1110
Ideal,F,VS2,1.12,7727
Ideal,G,SI2,0.84,2986
Ideal,G,VVS1,0.3,1013
Premium,J,VS2,1.51,7418
Good,I,IF,0.38,886
Very Good,F,SI1,0.3,641
Very Good,F,VS2,0.73,2939
Very Good,I,SI2,0.78,2132
Ideal,G,VVS1,0.31,816
Very Good,E,SI1,0.24,571
Good,E,SI1,0.41,705
Premium,J,VS2,0.31,488
Very Good,D,SI1,0.59,1621
Premium,F,VS2,0.59,1769
Very Good,F,VVS2,0.57,2290
Premium,E,SI2,1.01,4434
Premium,E,SI2,0.82,2593
Premium,E,VS2,0.72,2626
Premium,E,SI1,0.57,1608
Ideal,F,VVS2,0.53,2158
Fair,F,SI1,0.6,1367
Ideal,J,VS2,1.02,4397
Premium,H,VS1,0.35,614
Very Good,D,VS1,0.47,1795
Very Good,F,SI2,0.9,3519
Ideal,H,VS2,0.64,1831
Very Good,I,SI2,1.0,3276
Good,F,VS2,0.64,2063
Ideal,I,VS1,0.82,2986
Ideal,I,IF,0.33,891
Very Good,H,VVS1,0.38,967
Ideal,E,VVS1,0.41,1367
Very Good,E,SI2,1.11,4177
Good,F,SI2,1.01,4140
Very Good,F,VS1,0.4,851
Ideal,D,SI1,0.3,552
Premium,H,VS2,0.34,689
Ideal,G,VS2,0.34,596
Very Good,H,SI1,1.11,5010
Ideal,D,VS2,0.42,1031
Ideal,G,VS2,1.04,6342
Fair,F,SI2,1.09,3170
Fair,I,VS2,0.47,919
Very Good,D,VS2,0.27,470
Ideal,E,IF,0.38,1433
Ideal,G,VVS2,0.51,2197
Ideal,F,VS2,0.3,776
Ideal,I,VS1,0.31,502
Ideal,G,SI1,0.32,612
Good,D,SI1,0.92,5259
Premium,H,SI1,0.4,855
Very Good,G,SI1,0.65,1828
Premium,H,SI2,1.51,8074
Good,I,I1,3.0,10863
Premium,J,VS2,1.19,4761
Ideal,H,SI1,0.95,4508
Premium,G,VS2,0.33,579
Ideal,G,VS1,0.53,1754
Very Good,G,SI2,1.31,4714
Premium,F,SI1,0.41,969
Very Good,H,VVS1,0.7,2893
Very Good,H,SI1,0.42,700
Premium,G,SI1,1.51,7585
Ideal,D,VS1,0.42,1179
Good,H,VS2,0.9,3601
Ideal,G,SI2,2.21,15948
Premium,F,VS2,0.7,2648
Premium,G,SI2,0.74,2328
Ideal,F,IF,0.33,1389
Ideal,G,SI1,1.71,13196
Ideal,F,VS2,0.31,802
Ideal,H,VS1,0.33,743
Good,I,VS2,1.5,8555
Ideal,I,VS1,0.72,2586
Ideal,I,VS1,0.54,1453
Very Good,G,VVS2,0.71,2977
Premium,H,SI1,1.0,4702
Ideal,F,VS1,0.57,1961
Very Good,F,SI1,2.0,16580
Very Good,G,SI2,0.9,3581
Premium,G,SI2,0.92,3648
Very Good,D,VS2,0.31,734
Very Good,F,SI1,0.73,2473
Ideal,D,VS1,0.34,1109
Ideal,E,VVS1,0.38,1211
Fair,G,VS2,1.0,5484
Premium,G,SI1,1.51,11153
Premium,I,VS2,2.14,15418
Ideal,H,VS1,0.31,562
Ideal,I,VS2,0.73,2453
Ideal,I,VS1,1.79,13908
Ideal,E,SI2,1.68,11781
Premium,D,SI1,1.01,6176
Fair,F,I1,2.11,7019
Ideal,F,VVS1,0.31,828
Ideal,J,VVS2,0.31,453
Ideal,F,SI2,1.56,10571
Good,E,SI2,2.0,15962
Premium,G,SI2,1.33,4634
Very Good,D,SI2,1.0,4543
Very Good,E,VVS1,0.4,1164
Ideal,F,SI1,1.69,13872
Very Good,E,VS1,0.28,489
Ideal,H,SI1,0.7,2383
Ideal,H,VS2,1.71,13445
Very Good,J,VS2,1.7,9586
Ideal,E,VS2,1.24,9240
Ideal,D,VS1,0.42,1006
Ideal,E,SI1,0.5,1415
Very Good,H,VVS1,0.66,2323
Ideal,D,VS2,0.3,911
Very Good,E,SI2,1.18,5088
Ideal,E,VS2,0.3,658
Premium,F,VVS1,0.7,3109
Ideal,G,VS1,0.57,1899
Ideal,E,VS2,0.3,844
Ideal,J,VS2,2.1,13462
Premium,D,SI1,0.37,874
Ideal,H,VVS1,1.23,8920
Ideal,G,SI2,2.09,11119
Premium,I,VVS2,0.31,698
Ideal,H,SI2,1.02,3927
Premium,E,VS1,1.0,7588
Very Good,H,SI2,0.93,3452
Premium,E,SI1,1.01,5301
Premium,D,SI2,0.92,3550
Fair,I,VS1,1.43,6727
Very Good,D,SI2,1.01,4538
Ideal,H,SI1,1.09,5219
Very Good,H,SI1,2.02,18236
Premium,H,VVS1,0.31,707
Ideal,E,VS1,1.22,10622
Very Good,E,VVS2,0.28,608
Premium,F,SI2,1.27,5428
Ideal,G,SI2,1.25,6371
Premium,I,VS1,0.53,1383
Very Good,I,VS1,0.7,2405
Ideal,G,VS2,1.17,7413
Very Good,G,VS2,0.33,579
Ideal,F,VVS2,0.23,530
Premium,F,SI1,0.71,2381
Premium,D,SI2,0.43,919
Ideal,G,SI2,0.72,2139
Ideal,E,VS2,0.7,2839
Ideal,G,VS2,1.5,13135
Premium,F,SI1,0.54,1369
Ideal,E,VVS1,1.13,11641
Premium,F,SI1,1.01,5090
Premium,I,SI2,1.21,4337
Good,I,VS2,2.02,16593
Good,D,SI1,0.4,720
Premium,E,VS1,0.31,942
Ideal,H,SI2,1.02,4398
Good,F,SI1,0.69,1951
Good,I,VVS2,0.55,1384
Premium,G,VS1,0.9,4460
Ideal,E,SI1,0.79,3384
Ideal,F,VVS1,0.57,2555
Premium,D,SI1,0.31,571
Very Good,I,SI1,1.1,4235
Fair,F,VS1,0.71,2707
Very Good,I,SI1,1.51,9283
Very Good,D,SI1,1.01,5654
Premium,G,SI2,1.33,6565
Premium,E,VS2,0.32,702
Premium,E,VS2,1.01,6488
Very Good,F,VS1,0.7,2975
Ideal,E,VS1,0.41,1079
Very Good,J,SI2,1.56,6662
Ideal,J,SI2,1.11,4092
Good,E,VS1,0.9,4353
Ideal,D,SI1,0.3,709
Ideal,G,VVS1,0.31,789
Premium,I,SI1,2.29,18797
Ideal,E,VVS1,0.32,827
Premium,F,VS1,0.9,5000
Ideal,E,SI1,0.51,1356
Ideal,F,SI2,1.02,4968
Ideal,F,IF,0.26,657
Very Good,E,SI1,0.7,2275
Ideal,H,VS1,0.34,596
Ideal,H,VVS2,1.02,6613
Very Good,D,SI1,0.54,1662
Premium,E,SI1,0.3,526
Ideal,G,VS1,0.31,627
Ideal,E,SI1,0.84,4068
Good,H,SI1,0.34,628
Premium,H,SI1,1.05,4608
Ideal,D,SI1,0.34,803
Ideal,E,SI2,1.03,5491
Ideal,G,SI2,1.01,4327
Premium,G,SI1,0.75,1980
Ideal,D,SI2,0.31,593
Ideal,G,SI2,2.01,17555
Very Good,G,SI1,0.34,536
Ideal,E,VVS1,0.32,921
Good,H,SI1,0.9,3282
Ideal,D,VS1,0.41,1427
Very Good,D,SI2,1.0,4628
Very Good,F,SI2,0.92,3763
Ideal,D,VVS2,0.38,992
Ideal,D,VS1,0.36,781
Very Good,F,VS1,0.91,4739
Premium,H,VVS1,0.32,730
Very Good,D,SI1,1.5,11442
Very Good,J,VS2,0.71,1922
Very Good,D,VVS2,0.3,754
Ideal,F,VS1,0.36,803
Ideal,E,VS2,0.34,829
Ideal,D,SI2,0.41,876
Very Good,G,VS1,0.9,4780
Very Good,G,VS2,1.05,6486
Premium,D,SI1,0.53,1753
Premium,F,SI2,1.01,4121
Ideal,F,I1,1.04,3718
Very Good,H,SI1,1.2,6019
Good,G,VS2,0.9,4093
Ideal,E,VS2,0.31,680
Good,I,SI1,0.41,784
Ideal,F,VS2,1.0,6580
Ideal,D,VVS2,0.38,1096
Ideal,F,SI1,0.38,844
Ideal,F,VS2,1.2,8590
Very Good,E,SI1,0.92,4562
Very Good,F,SI1,1.1,5769
Premium,H,SI2,1.04,3611
Ideal,G,VS1,0.53,1727
Very Good,E,SI2,0.3,540
Very Good,D,SI1,0.9,4068
Premium,F,VVS1,0.32,990
Good,F,SI2,1.1,3918
Ideal,F,VVS2,0.4,1163
Ideal,G,VS2,0.43,942
Very Good,E,SI2,0.55,1145
Very Good,F,SI2,0.7,2177
Very Good,H,SI1,1.53,10468
Ideal,F,VVS2,1.02,9521
Ideal,D,VS2,0.32,842
Fair,G,I1,2.07,6503
Ideal,I,VS1,0.4,828
Premium,J,SI2,2.11,12440
Premium,F,SI2,0.56,1286
Ideal,F,VS2,1.13,7504
Ideal,D,SI1,0.78,3214
Premium,G,SI1,1.61,11303
Very Good,I,SI1,1.01,3888
Ideal,G,VS1,1.1,7550
Premium,D,SI1,1.61,12231
Ideal,E,VS2,0.3,658
Premium,F,SI1,0.92,3749
Ideal,G,SI2,0.77,2275
Ideal,D,VS2,0.33,1002
Ideal,G,VVS1,0.32,732
Ideal,F,VS2,1.13,8157
Ideal,G,VS1,0.43,1008
Ideal,H,VVS1,1.2,9604
Very Good,F,VVS2,0.28,628
Ideal,F,VVS1,0.3,814
Fair,I,I1,1.21,2396
Premium,E,VS2,0.3,658
Ideal,H,I1,1.28,3355
Ideal,D,VS2,0.43,1129
Very Good,F,VS1,1.01,7127
Ideal,G,VVS1,0.29,673
Good,G,SI2,1.51,7695
Ideal,G,VS1,0.32,645
Fair,F,SI2,0.82,2508
Premium,F,SI1,1.08,5487
Very Good,F,VS2,0.9,4617
Ideal,G,VVS1,0.32,814
Very Good,I,SI1,0.33,445
Premium,H,SI1,0.59,1106
Good,H,VS2,1.05,5492
Very Good,H,VS2,1.2,6423
Ideal,I,VVS2,0.72,2594
Ideal,I,VVS1,0.38,791
Premium,G,VS1,0.36,726
Very Good,G,VS1,0.57,1934
Premium,D,SI2,1.04,4330
Ideal,H,SI1,1.49,9132
Very Good,H,VS1,0.4,807
Very Good,D,SI1,0.31,507
Ideal,E,VS1,0.71,3272
Good,D,SI2,1.0,4520
Premium,H,VS2,0.33,521
Very Good,F,SI2,1.01,4298
Premium,H,SI2,1.24,5694
Premium,J,SI1,1.3,5569
Ideal,D,VS2,0.51,1674
Good,H,SI1,0.7,2218
Ideal,G,VS1,0.32,718
Fair,F,SI1,1.54,10954
Ideal,F,VVS2,0.38,954
Ideal,F,IF,0.34,985
Very Good,D,VVS2,1.13,13111
Ideal,G,SI2,1.54,9530
Very Good,G,VS1,0.51,1560
Very Good,E,VS1,0.29,504
Ideal,D,VS2,0.73,4134
Very Good,E,VVS2,0.56,2100
Ideal,H,VVS1,0.34,722
Ideal,I,VVS1,0.59,1698
Very Good,G,SI2,0.74,2423
Premium,I,VVS2,0.31,698
Premium,F,SI2,0.8,2447
Good,E,SI2,1.11,4532
Ideal,G,SI2,1.01,3739
Ideal,D,SI1,0.31,732
Very Good,D,SI1,0.3,709
Good,E,VVS2,0.23,505
Ideal,G,VS2,0.36,664
Ideal,G,SI2,0.9,3500
Ideal,E,SI2,0.91,3800
Ideal,I,VS2,1.06,5362
Very Good,D,SI2,1.01,4588
Very Good,E,SI2,1.5,9450
Ideal,H,VVS1,0.3,665
Premium,F,VS1,1.11,7310
Ideal,F,VS2,0.36,786
Premium,H,SI2,1.02,3313
Very Good,D,SI2,1.29,6126
Good,J,SI1,0.3,339
Premium,F,SI1,1.22,7059
Ideal,D,VS2,0.33,855
Good,E,VS2,0.73,2912
Premium,D,VVS2,0.3,741
Very Good,E,SI1,0.51,1340
Very Good,E,SI2,1.13,5147
Premium,E,VVS1,0.79,4490
Premium,D,VS2,0.71,3217
Ideal,H,SI1,0.54,1227
Premium,H,SI1,0.32,591
Ideal,H,SI1,1.2,6578
Premium,E,SI2,1.33,6963
Very Good,E,VVS2,0.59,2214
Ideal,F,VS1,0.25,595
Premium,J,SI1,2.51,17452
Premium,I,SI1,0.77,2089
Premium,I,SI2,0.9,2948
Ideal,J,IF,0.4,1063
Premium,G,SI2,1.11,4755
Premium,H,SI1,1.55,10277
Premium,G,VS1,0.42,984
Ideal,F,VS1,0.26,452
Ideal,G,VS1,1.04,7294
Ideal,H,SI1,1.2,6450
Premium,H,SI2,0.3,485
Ideal,H,VS2,0.81,3084
Very Good,E,SI1,0.51,1318
Premium,D,VVS2,1.04,10984
Ideal,H,VS2,0.76,3948
Premium,D,SI1,0.78,3145
Ideal,D,SI1,0.43,830
Ideal,D,VS2,0.31,942
Ideal,F,VVS1,0.3,814
Very Good,I,SI2,0.71,1875
Very Good,D,SI1,0.83,2811
Ideal,F,IF,0.38,1397
Ideal,E,IF,1.02,12030
Ideal,G,VVS1,1.06,8488
Premium,G,VS2,0.32,561
Ideal,D,VS2,0.31,942
Premium,D,SI2,0.91,3848
Very Good,G,IF,0.3,863
Premium,H,VVS1,0.4,1017
Ideal,G,VVS2,1.19,9587
Premium,H,VS2,0.33,521
Premium,I,VS2,1.63,10479
Very Good,D,SI1,0.9,4068
Very Good,J,SI1,1.4,6145
Premium,E,SI1,1.05,5821
Ideal,D,VS2,0.72,3495
Premium,H,SI2,1.02,3998
Premium,H,SI1,0.71,2364
Very Good,D,SI1,0.52,1237
Ideal,I,SI1,0.35,472
Ideal,G,SI2,1.16,5301
Premium,I,SI1,0.9,3251
Very Good,H,VS2,0.32,505
Very Good,D,VS1,0.4,995
Ideal,J,VS2,2.45,18113
Ideal,F,VS2,0.51,1687
Ideal,H,VS1,0.71,2909
Ideal,E,VS2,0.3,844
Ideal,F,VS2,0.3,573
Ideal,H,VVS2,0.31,802
Very Good,F,VS2,0.7,2593
Ideal,H,VVS2,0.54,1639
Very Good,H,VS2,0.3,608
